return_id,order_id,return_date,return_reason,refund_amount
R31675,O106367,2025-04-25,Size Issue,75.62
R31676,O114875,2025-01-29,Changed Mind,248.59
R31677,O108671,2025-01-25,Changed Mind,336.41
R31678,O121121,2025-07-03,Size Issue,90.43
R31679,O121879,2025-02-28,Size Issue,34.49
R31680,O121087,2025-03-10,Changed Mind,14.49
R31681,O116499,2025-06-21,Wrong Item,312.03
R31682,O101387,2025-05-21,Size Issue,243.02
R31683,O118320,2025-06-10,Changed Mind,142.64
R31684,O121183,2025-02-23,Damaged,73.29
R31685,O101045,2025-04-27,Damaged,155.78
R31686,O108455,2025-01-17,Damaged,15.12
R31687,O117265,2025-05-19,Size Issue,252.1
R31689,O110802,2025-05-17,Late Delivery,339.25
R31690,O116418,2025-05-24,Not As Described,186.45
R31691,O106660,2025-02-21,Size Issue,323.98
R31692,O101166,2025-05-30,Size Issue,84.0
R31693,O104622,2025-01-25,Late Delivery,169.73
R31694,O107273,2025-04-08,Late Delivery,108.25
R31695,O105866,2025-02-21,Wrong Item,291.6
R31696,O116681,2025-05-10,Wrong Item,323.71
R31697,O120987,2025-05-27,Changed Mind,65.36
R31698,O113942,2025-05-09,Changed Mind,241.56
R31699,O114445,2025-02-27,Wrong Item,240.18
R31700,O102764,2025-01-10,Size Issue,348.43
R31701,O117785,2025-03-22,Damaged,244.63
R31702,O100350,2025-05-30,Wrong Item,208.01
R31703,O107407,2025-04-29,Wrong Item,133.07
R31704,O111425,2025-02-24,Wrong Item,77.23
R31705,O120007,2025-03-29,Not As Described,160.1
R31706,O114819,2025-07-02,Late Delivery,56.93
R31707,O107652,2025-01-24,Changed Mind,298.21
R31708,O109708,2025-03-29,Damaged,194.25
R31709,O115542,2025-02-23,Wrong Item,75.69
R31710,O107893,2025-02-08,Late Delivery,159.47
R31711,O106920,2025-05-01,Wrong Item,305.92
R31712,O111893,2025-07-04,Changed Mind,48.84
R31713,O108563,2025-03-27,Size Issue,157.36
R31714,O114275,2025-04-22,Changed Mind,300.66
R31715,O117872,2025-04-01,Wrong Item,242.66
R31716,O104595,2025-06-26,Damaged,42.1
R31717,O100722,2025-03-03,Damaged,71.91
R31718,O106849,2025-04-01,Damaged,286.41
R31719,O105770,2025-03-06,Changed Mind,266.74
R31720,O105007,2025-05-11,Late Delivery,126.53
R31721,O114324,2025-05-19,Not As Described,265.56
R31722,O106268,2025-01-20,Changed Mind,180.64
R31723,O111048,2025-02-02,Not As Described,254.65
R31724,O113062,2025-05-19,Changed Mind,149.02
R31725,O111031,2025-06-01,Not As Described,44.19
R31726,O117223,2025-02-04,Late Delivery,248.86
R31727,O100417,2025-04-09,Wrong Item,337.58
R31728,O107567,2025-04-26,Late Delivery,197.06
R31729,O110204,2025-07-02,Size Issue,208.76
R31730,O113589,2025-05-10,Changed Mind,256.05
R31731,O110447,2025-02-25,Wrong Item,84.59
R31732,O104956,2025-03-23,Not As Described,267.75
R31733,O104847,2025-03-20,Damaged,74.91
R31734,O100641,2025-04-15,Wrong Item,264.7
R31735,O121524,2025-05-15,Damaged,37.75
R31736,O105752,2025-01-30,Wrong Item,285.16
R31737,O110470,2025-05-10,Not As Described,321.92
R31738,O110717,2025-05-01,Changed Mind,328.65
R31739,O101085,2025-04-14,Late Delivery,147.65
R31740,O106548,2025-02-18,Damaged,306.66
R31741,O116355,2025-06-08,Late Delivery,170.89
R31742,O121750,2025-04-19,Damaged,177.32
R31743,O112827,2025-06-07,Wrong Item,260.97
R31744,O102652,2025-01-24,Late Delivery,141.87
R31745,O115355,2025-03-28,Damaged,257.45
R31746,O114775,2025-03-06,Wrong Item,229.21
R31747,O120077,2025-03-02,Late Delivery,16.0
R31748,O119599,2025-04-19,Late Delivery,157.05
R31749,O107006,2025-02-11,Damaged,117.94
R31750,O117097,2025-06-07,Wrong Item,40.05
R31751,O105274,2025-06-11,Damaged,301.35
R31752,O106100,2025-06-04,Not As Described,349.95
R31753,O103861,2025-03-14,Wrong Item,278.56
R31754,O104706,2025-04-14,Changed Mind,247.19
R31755,O112873,2025-06-18,Changed Mind,92.46
R31756,O108098,2025-04-28,Late Delivery,107.89
R31757,O114108,2025-03-16,Changed Mind,116.4
R31758,O103332,2025-04-05,Damaged,210.82
R31759,O121400,2025-01-21,Wrong Item,183.04
R31760,O121337,2025-06-13,Damaged,349.94
R31761,O119069,2025-06-07,Late Delivery,166.15
R31762,O111056,2025-06-04,Late Delivery,69.16
R31763,O112099,2025-06-06,Late Delivery,187.01
R31764,O119811,2025-01-15,Wrong Item,290.06
R31765,O118408,2025-07-03,Wrong Item,261.82
R31766,O116645,2025-01-17,Size Issue,295.55
R31767,O118179,2025-02-05,Not As Described,192.76
R31768,O102282,2025-01-20,Size Issue,234.85
R31769,O121987,2025-05-24,Wrong Item,53.02
R31770,O117755,2025-06-09,Damaged,221.05
R31771,O110784,2025-05-29,Late Delivery,151.06
R31772,O118395,2025-04-05,Not As Described,236.63
R31773,O106524,2025-05-10,Not As Described,127.02
R31774,O102802,2025-03-07,Damaged,215.02
R31775,O113718,2025-06-04,Late Delivery,74.1
R31776,O121745,2025-01-12,Wrong Item,152.99
R31777,O104662,2025-05-24,Late Delivery,38.78
R31778,O111905,2025-03-08,Late Delivery,326.3
R31779,O111552,2025-07-02,Late Delivery,148.51
R31780,O108542,2025-04-05,Damaged,222.99
R31781,O121376,2025-02-18,Not As Described,18.69
R31782,O115955,2025-02-01,Size Issue,186.88
R31783,O110518,2025-01-29,Size Issue,282.61
R31784,O121075,2025-05-26,Wrong Item,79.17
R31785,O115777,2025-06-09,Size Issue,110.2
R31786,O112270,2025-04-22,Not As Described,12.47
R31787,O121758,2025-06-26,Wrong Item,218.26
R31788,O118173,2025-05-21,Size Issue,35.27
R31789,O103596,2025-03-23,Not As Described,159.53
R31790,O113293,2025-03-22,Damaged,113.26
R31791,O121447,2025-02-20,Not As Described,296.6
R31792,O103888,2025-06-23,Damaged,59.87
R31793,O107932,2025-03-24,Not As Described,297.4
R31794,O106792,2025-04-17,Late Delivery,298.46
R31795,O103593,2025-03-19,Size Issue,156.19
R31796,O121209,2025-05-19,Not As Described,319.3
R31797,O111952,2025-05-20,Size Issue,344.38
R31798,O117567,2025-03-25,Changed Mind,92.13
R31799,O113721,2025-06-15,Wrong Item,7.36
R31800,O108400,2025-06-28,Late Delivery,100.36
R31801,O112480,2025-06-14,Damaged,98.89
R31802,O100067,2025-05-05,Changed Mind,299.18
R31803,O116908,2025-06-06,Size Issue,61.46
R31804,O109727,2025-04-12,Late Delivery,85.56
R31805,O100655,2025-04-30,Late Delivery,21.04
R31806,O106628,2025-02-20,Wrong Item,166.83
R31807,O121313,2025-05-31,Changed Mind,311.51
R31808,O113964,2025-04-12,Changed Mind,97.85
R31809,O105111,2025-05-13,Late Delivery,85.28
R31810,O106567,2025-04-02,Size Issue,39.3
R31811,O110921,2025-06-19,Damaged,228.94
R31812,O105732,2025-06-03,Size Issue,47.28
R31813,O101936,2025-04-07,Late Delivery,108.07
R31814,O115187,2025-05-21,Wrong Item,159.39
R31815,O100751,2025-02-09,Changed Mind,18.92
R31816,O121398,2025-05-20,Late Delivery,77.97
R31817,O109138,2025-02-05,Wrong Item,296.34
R31818,O101358,2025-06-08,Not As Described,321.9
R31819,O108922,2025-01-21,Size Issue,92.2
R31820,O119036,2025-02-22,Size Issue,154.6
R31821,O113073,2025-02-13,Not As Described,238.64
R31823,O111081,2025-04-30,Not As Described,81.94
R31824,O117016,2025-06-06,Not As Described,125.37
R31825,O119761,2025-05-06,Damaged,177.7
R31826,O103399,2025-05-25,Size Issue,120.55
R31827,O108266,2025-06-12,Size Issue,211.96
R31828,O111040,2025-06-26,Damaged,119.71
R31829,O106375,2025-06-26,Wrong Item,143.52
R31830,O119793,2025-06-18,Late Delivery,215.38
R31831,O109294,2025-01-26,Late Delivery,118.61
R31832,O118875,2025-02-12,Size Issue,178.68
R31833,O108116,2025-03-25,Late Delivery,267.5
R31834,O121117,2025-05-23,Late Delivery,9.2
R31835,O121701,2025-05-26,Damaged,321.3
R31836,O107405,2025-02-25,Size Issue,329.86
R31837,O120044,2025-06-20,Wrong Item,122.82
R31838,O110536,2025-06-12,Wrong Item,271.78
R31839,O111513,2025-05-03,Size Issue,229.74
R31840,O100701,2025-01-28,Late Delivery,106.27
R31841,O108212,2025-05-06,Damaged,343.02
R31842,O113393,2025-01-11,Not As Described,259.57
R31843,O118798,2025-04-02,Damaged,17.47
R31844,O103909,2025-06-05,Size Issue,40.14
R31845,O100726,2025-05-23,Size Issue,47.5
R31846,O100056,2025-03-25,Late Delivery,196.02
R31847,O106656,2025-03-16,Damaged,78.77
R31848,O114242,2025-04-02,Not As Described,90.07
R31849,O112136,2025-02-02,Damaged,21.53
R31850,O117664,2025-03-17,Damaged,246.25
R31851,O102324,2025-03-01,Not As Described,139.34
R31852,O114230,2025-04-26,Damaged,81.41
R31854,O120868,2025-02-17,Damaged,54.63
R31855,O118529,2025-05-21,Changed Mind,227.64
R31856,O120842,2025-04-18,Size Issue,58.82
R31857,O101817,2025-05-21,Changed Mind,178.28
R31858,O110552,2025-02-03,Wrong Item,267.44
R31859,O117768,2025-01-29,Damaged,230.32
R31860,O112169,2025-02-23,Not As Described,133.61
R31861,O115295,2025-03-04,Late Delivery,172.52
R31862,O101062,2025-06-20,Size Issue,86.99
R31863,O102685,2025-01-15,Not As Described,43.42
R31864,O110420,2025-03-02,Late Delivery,94.94
R31865,O107817,2025-05-23,Late Delivery,175.18
R31866,O111767,2025-05-16,Changed Mind,281.46
R31867,O111189,2025-04-05,Changed Mind,196.8
R31868,O102865,2025-04-29,Size Issue,219.01
R31869,O111827,2025-05-25,Size Issue,146.41
R31870,O110876,2025-02-06,Late Delivery,211.46
R31871,O101027,2025-01-28,Changed Mind,98.35
R31872,O114196,2025-06-04,Damaged,305.04
R31873,O113970,2025-03-11,Wrong Item,86.63
R31874,O107724,2025-06-13,Damaged,173.36
R31875,O101459,2025-05-13,Late Delivery,332.39
R31876,O117545,2025-05-25,Damaged,140.9
R31877,O118517,2025-01-28,Late Delivery,248.59
R31878,O105516,2025-03-19,Late Delivery,226.69
R31879,O109466,2025-04-04,Damaged,226.91
R31880,O115038,2025-06-04,Damaged,177.34
R31881,O106695,2025-01-10,Damaged,85.1
R31882,O116353,2025-01-13,Wrong Item,75.61
R31883,O101963,2025-06-15,Wrong Item,125.49
R31884,O107414,2025-06-25,Not As Described,299.86
R31885,O113744,2025-06-03,Damaged,267.78
R31886,O106913,2025-06-18,Late Delivery,331.29
R31887,O100997,2025-02-19,Late Delivery,244.66
R31888,O113502,2025-02-03,Changed Mind,153.66
R31889,O104073,2025-05-01,Changed Mind,70.3
R31890,O121290,2025-05-07,Changed Mind,76.17
R31891,O109495,2025-06-04,Changed Mind,88.84
R31892,O109860,2025-01-20,Not As Described,79.5
R31893,O120196,2025-04-12,Wrong Item,174.52
R31894,O115489,2025-03-29,Damaged,130.15
R31895,O103989,2025-02-14,Size Issue,97.72
R31896,O101851,2025-05-31,Damaged,94.88
R31897,O102123,2025-04-26,Damaged,112.62
R31898,O101938,2025-04-26,Late Delivery,147.97
R31899,O112477,2025-06-06,Not As Described,242.67
R31900,O119070,2025-03-02,Not As Described,266.69
R31901,O102265,2025-03-05,Late Delivery,317.35
R31902,O100660,2025-04-13,Late Delivery,204.13
R31903,O103011,2025-01-30,Changed Mind,34.53
R31904,O109071,2025-06-17,Damaged,245.13
R31905,O107861,2025-06-25,Changed Mind,35.28
R31906,O114914,2025-03-29,Wrong Item,10.1
R31907,O111310,2025-05-17,Late Delivery,152.89
R31908,O103582,2025-05-25,Damaged,88.73
R31909,O115869,2025-01-13,Wrong Item,290.04
R31910,O117798,2025-05-06,Not As Described,328.73
R31911,O102861,2025-01-11,Wrong Item,86.24
R31912,O112134,2025-06-28,Size Issue,273.82
R31913,O118965,2025-03-30,Changed Mind,55.54
R31914,O108817,2025-02-26,Wrong Item,302.45
R31915,O109202,2025-02-09,Not As Described,164.9
R31916,O114357,2025-06-29,Not As Described,77.41
R31917,O112241,2025-04-19,Changed Mind,40.29
R31918,O111303,2025-01-13,Wrong Item,198.55
R31919,O108116,2025-02-08,Late Delivery,23.11
R31920,O103575,2025-02-08,Wrong Item,235.9
R31921,O117522,2025-06-04,Changed Mind,250.16
R31922,O108418,2025-03-10,Late Delivery,238.38
R31923,O102237,2025-06-06,Damaged,206.24
R31924,O119383,2025-01-28,Wrong Item,132.81
R31925,O107559,2025-01-10,Wrong Item,42.51
R31926,O107041,2025-03-12,Size Issue,44.9
R31927,O105346,2025-05-24,Size Issue,51.87
R31928,O116212,2025-02-09,Not As Described,208.61
R31929,O114036,2025-06-03,Size Issue,295.71
R31930,O113452,2025-05-09,Not As Described,64.34
R31931,O119968,2025-03-27,Damaged,136.13
R31932,O103855,2025-02-11,Wrong Item,252.71
R31933,O114145,2025-06-22,Size Issue,217.85
R31934,O115387,2025-03-29,Size Issue,195.6
R31935,O116485,2025-04-07,Not As Described,175.46
R31936,O117785,2025-02-08,Not As Described,47.64
R31937,O117220,2025-03-11,Damaged,124.14
R31938,O107768,2025-04-27,Wrong Item,30.96
R31939,O111989,2025-01-18,Not As Described,179.05
R31940,O112972,2025-06-03,Changed Mind,278.42
R31941,O120243,2025-01-23,Size Issue,313.2
R31942,O112226,2025-07-03,Size Issue,161.04
R31943,O102216,2025-05-23,Changed Mind,108.68
R31944,O118316,2025-04-01,Not As Described,44.63
R31945,O104172,2025-05-24,Not As Described,292.17
R31946,O114621,2025-02-02,Changed Mind,323.08
R31947,O102240,2025-05-16,Wrong Item,204.65
R31948,O102681,2025-02-08,Size Issue,10.16
R31949,O103818,2025-01-18,Size Issue,254.69
R31950,O116879,2025-03-21,Not As Described,317.34
R31951,O121328,2025-04-01,Size Issue,67.17
R31952,O110015,2025-01-23,Late Delivery,126.71
R31953,O108736,2025-02-11,Not As Described,89.88
R31954,O119395,2025-03-25,Size Issue,85.92
R31955,O117673,2025-03-03,Wrong Item,32.4
R31956,O121805,2025-05-06,Late Delivery,215.55
R31957,O109045,2025-03-01,Changed Mind,85.67
R31958,O102877,2025-04-20,Changed Mind,100.24
R31959,O110879,2025-01-25,Late Delivery,310.01
R31960,O112719,2025-04-05,Size Issue,57.2
R31961,O102582,2025-05-23,Late Delivery,28.07
R31962,O113419,2025-05-15,Changed Mind,182.67
R31963,O103662,2025-03-01,Size Issue,283.87
R31964,O107876,2025-04-15,Changed Mind,141.58
R31965,O104602,2025-04-20,Changed Mind,8.23
R31966,O121044,2025-02-12,Wrong Item,36.16
R31967,O121500,2025-04-30,Changed Mind,236.76
R31968,O110539,2025-01-28,Damaged,284.61
R31969,O114628,2025-03-04,Not As Described,151.09
R31970,O108552,2025-07-03,Late Delivery,71.96
R31971,O107190,2025-04-07,Damaged,106.33
R31972,O112177,2025-05-18,Changed Mind,122.95
R31973,O104246,2025-06-10,Wrong Item,214.66
R31974,O105021,2025-04-20,Wrong Item,152.21
R31975,O115425,2025-06-02,Late Delivery,14.52
R31976,O106004,2025-03-11,Size Issue,155.16
R31977,O104288,2025-03-02,Changed Mind,134.31
R31978,O120180,2025-04-08,Late Delivery,138.67
R31979,O112179,2025-03-10,Not As Described,95.71
R31980,O103453,2025-06-15,Damaged,27.78
R31981,O107141,2025-01-23,Damaged,134.67
R31982,O104694,2025-01-09,Damaged,235.16
R31983,O103867,2025-06-17,Changed Mind,13.41
R31985,O102180,2025-05-27,Not As Described,128.95
R31986,O102995,2025-03-31,Size Issue,284.57
R31987,O116372,2025-04-28,Not As Described,60.91
R31988,O117153,2025-01-31,Wrong Item,85.96
R31989,O120390,2025-04-11,Late Delivery,264.25
R31990,O115471,2025-06-19,Damaged,300.51
R31991,O115364,2025-03-23,Size Issue,243.44
R31992,O117782,2025-05-03,Damaged,179.43
R31993,O108797,2025-06-27,Damaged,271.49
R31994,O104968,2025-03-12,Not As Described,155.94
R31995,O105894,2025-01-30,Changed Mind,348.87
R31996,O102460,2025-06-23,Wrong Item,7.83
R31997,O107790,2025-04-03,Late Delivery,32.1
R31998,O118304,2025-04-16,Not As Described,258.7
R31999,O108672,2025-04-14,Changed Mind,251.36
R32000,O104410,2025-03-10,Changed Mind,136.16
R32001,O121547,2025-06-06,Changed Mind,295.56
R32002,O102970,2025-05-12,Not As Described,301.0
R32003,O100706,2025-06-02,Not As Described,94.44
R32004,O110837,2025-02-24,Changed Mind,314.07
R32005,O110049,2025-04-09,Damaged,337.51
R32006,O120041,2025-04-06,Size Issue,121.86
R32007,O118458,2025-02-06,Wrong Item,36.17
R32008,O113719,2025-02-02,Not As Described,288.43
R32009,O116836,2025-04-15,Not As Described,193.91
R32010,O104835,2025-03-23,Late Delivery,201.7
R32011,O111369,2025-03-12,Changed Mind,271.7
R32012,O104686,2025-04-18,Damaged,187.33
R32014,O117941,2025-06-14,Changed Mind,108.44
R32015,O102490,2025-01-18,Not As Described,212.66
R32016,O106253,2025-06-25,Damaged,136.48
R32017,O111994,2025-02-11,Wrong Item,159.57
R32018,O109669,2025-05-18,Changed Mind,114.27
R32019,O105942,2025-03-10,Wrong Item,287.82
R32020,O118922,2025-05-08,Changed Mind,66.59
R32021,O109547,2025-05-12,Wrong Item,215.92
R32022,O108809,2025-02-23,Size Issue,335.35
R32023,O112375,2025-05-04,Damaged,176.86
R32024,O115333,2025-01-15,Changed Mind,105.48
R32025,O117103,2025-02-17,Late Delivery,129.19
R32026,O118921,2025-05-27,Not As Described,312.67
R32027,O109100,2025-06-09,Size Issue,343.33
R32028,O111692,2025-04-25,Size Issue,91.5
R32029,O102824,2025-06-23,Changed Mind,92.89
R32030,O104985,2025-04-14,Damaged,186.77
R32031,O105891,2025-04-22,Damaged,145.39
R32033,O111141,2025-04-05,Late Delivery,270.79
R32034,O103784,2025-03-12,Size Issue,158.49
R32035,O113041,2025-03-24,Not As Described,208.81
R32036,O104289,2025-02-22,Late Delivery,150.62
R32037,O116621,2025-05-21,Size Issue,110.99
R32038,O116450,2025-01-29,Wrong Item,42.93
R32039,O120747,2025-04-14,Size Issue,184.18
R32040,O121053,2025-03-14,Wrong Item,115.69
R32041,O106165,2025-03-14,Changed Mind,62.13
R32042,O117212,2025-01-25,Late Delivery,27.25
R32043,O110741,2025-07-01,Not As Described,248.77
R32044,O103021,2025-04-23,Wrong Item,285.67
R32045,O100170,2025-01-27,Late Delivery,238.62
R32046,O102543,2025-01-16,Changed Mind,93.09
R32047,O102715,2025-02-03,Changed Mind,131.09
R32048,O111626,2025-06-16,Damaged,310.87
R32049,O112669,2025-05-06,Wrong Item,335.75
R32050,O103263,2025-03-31,Wrong Item,18.0
R32051,O100145,2025-06-19,Damaged,282.29
R32052,O107813,2025-03-01,Changed Mind,82.58
R32053,O118375,2025-04-03,Changed Mind,27.11
R32054,O105920,2025-05-25,Damaged,265.32
R32055,O119638,2025-06-19,Size Issue,198.74
R32056,O121892,2025-03-25,Not As Described,333.73
R32057,O112226,2025-04-22,Late Delivery,167.85
R32058,O108439,2025-03-16,Wrong Item,7.02
R32059,O109602,2025-01-18,Not As Described,229.87
R32060,O118480,2025-04-13,Late Delivery,205.74
R32061,O121141,2025-02-08,Damaged,220.24
R32062,O115288,2025-01-17,Size Issue,91.04
R32063,O105213,2025-02-25,Not As Described,189.24
R32064,O114143,2025-06-28,Changed Mind,48.59
R32065,O111508,2025-05-31,Late Delivery,237.8
R32066,O114404,2025-05-27,Damaged,122.48
R32067,O115109,2025-01-08,Wrong Item,299.81
R32068,O119299,2025-02-11,Late Delivery,181.29
R32069,O119487,2025-05-13,Size Issue,56.69
R32070,O100340,2025-03-03,Late Delivery,325.7
R32071,O101026,2025-01-10,Late Delivery,178.56
R32072,O104908,2025-03-16,Not As Described,62.29
R32073,O113596,2025-02-13,Late Delivery,19.14
R32074,O101709,2025-05-12,Changed Mind,305.76
R32075,O107326,2025-04-25,Size Issue,100.71
R32076,O120300,2025-03-02,Not As Described,331.51
R32077,O101235,2025-04-26,Not As Described,124.89
R32078,O102108,2025-02-11,Size Issue,11.84
R32079,O103227,2025-05-18,Size Issue,40.66
R32080,O110194,2025-02-03,Size Issue,323.02
R32081,O106078,2025-03-16,Late Delivery,287.87
R32082,O109338,2025-06-19,Not As Described,139.05
R32083,O103223,2025-03-15,Changed Mind,216.85
R32084,O115524,2025-06-30,Damaged,186.83
R32085,O103283,2025-03-18,Changed Mind,266.96
R32086,O117442,2025-05-04,Size Issue,326.81
R32087,O100074,2025-02-06,Changed Mind,188.0
R32088,O112149,2025-05-23,Wrong Item,276.19
R32089,O105722,2025-06-05,Not As Described,343.79
R32090,O114609,2025-03-07,Changed Mind,322.07
R32091,O121590,2025-06-08,Late Delivery,201.52
R32092,O114713,2025-03-30,Late Delivery,79.05
R32093,O115310,2025-03-03,Size Issue,287.41
R32094,O109604,2025-01-13,Late Delivery,137.05
R32095,O109779,2025-06-04,Late Delivery,275.8
R32096,O114804,2025-04-23,Not As Described,104.12
R32097,O102655,2025-06-04,Wrong Item,243.49
R32098,O101008,2025-01-19,Size Issue,322.82
R32099,O108146,2025-04-25,Wrong Item,243.26
R32100,O117756,2025-05-14,Changed Mind,232.36
R32101,O102507,2025-04-20,Late Delivery,70.38
R32102,O102145,2025-03-15,Wrong Item,45.19
R32103,O113486,2025-07-04,Size Issue,34.51
R32104,O119475,2025-06-25,Damaged,70.77
R32105,O104246,2025-06-12,Changed Mind,197.29
R32106,O120474,2025-06-17,Not As Described,185.56
R32107,O119135,2025-07-04,Damaged,66.56
R32108,O114026,2025-01-08,Late Delivery,27.07
R32109,O119927,2025-06-02,Changed Mind,187.6
R32110,O114528,2025-02-21,Not As Described,293.9
R32111,O104356,2025-02-21,Wrong Item,336.63
R32112,O100796,2025-05-17,Damaged,252.82
R32113,O105451,2025-05-25,Damaged,141.05
R32114,O119381,2025-03-20,Late Delivery,183.07
R32115,O100200,2025-06-14,Size Issue,239.69
R32116,O120294,2025-05-18,Size Issue,213.86
R32117,O114330,2025-05-04,Wrong Item,111.54
R32118,O120836,2025-03-18,Size Issue,276.89
R32119,O120222,2025-03-30,Changed Mind,231.21
R32120,O109748,2025-04-07,Size Issue,163.06
R32121,O115312,2025-02-05,Not As Described,247.01
R32122,O115976,2025-03-09,Changed Mind,54.24
R32123,O108838,2025-04-02,Size Issue,249.57
R32124,O102822,2025-05-25,Changed Mind,126.53
R32125,O109304,2025-05-04,Late Delivery,246.15
R32126,O100735,2025-02-11,Late Delivery,214.38
R32127,O101821,2025-05-13,Damaged,256.6
R32128,O108060,2025-02-08,Not As Described,343.24
R32129,O112096,2025-05-04,Wrong Item,268.74
R32130,O101963,2025-03-17,Damaged,324.16
R32131,O107852,2025-02-27,Late Delivery,36.63
R32132,O106959,2025-01-13,Wrong Item,153.42
R32133,O107161,2025-06-21,Wrong Item,134.5
R32134,O107636,2025-04-26,Wrong Item,224.47
R32135,O101799,2025-05-29,Size Issue,182.56
R32136,O117040,2025-05-31,Not As Described,217.5
R32137,O104189,2025-02-07,Late Delivery,287.62
R32138,O118581,2025-02-04,Not As Described,144.41
R32139,O105632,2025-04-16,Wrong Item,12.57
R32140,O117486,2025-03-18,Late Delivery,99.44
R32141,O116030,2025-01-16,Size Issue,211.15
R32142,O104692,2025-02-28,Damaged,20.87
R32143,O103193,2025-03-27,Size Issue,239.74
R32144,O118955,2025-03-02,Late Delivery,198.14
R32145,O103991,2025-06-08,Wrong Item,313.39
R32146,O103106,2025-05-16,Late Delivery,229.52
R32147,O120926,2025-05-21,Damaged,257.48
R32148,O119349,2025-01-24,Wrong Item,86.87
R32149,O103530,2025-05-17,Late Delivery,347.78
R32150,O116001,2025-05-14,Not As Described,188.83
R32151,O114066,2025-03-01,Changed Mind,311.47
R32152,O112719,2025-05-28,Wrong Item,329.48
R32153,O102174,2025-05-08,Wrong Item,214.77
R32154,O116116,2025-05-01,Changed Mind,155.85
R32155,O103578,2025-06-23,Size Issue,235.63
R32156,O113615,2025-04-09,Not As Described,156.13
R32157,O120255,2025-05-19,Size Issue,152.52
R32158,O117174,2025-03-05,Wrong Item,120.65
R32159,O118358,2025-03-08,Changed Mind,187.48
R32160,O118562,2025-03-03,Size Issue,326.65
R32161,O118430,2025-04-21,Wrong Item,307.9
R32162,O114427,2025-03-21,Late Delivery,321.3
R32163,O116184,2025-05-09,Changed Mind,43.88
R32164,O110490,2025-05-03,Changed Mind,37.12
R32165,O107973,2025-01-11,Damaged,228.97
R32166,O106643,2025-03-13,Changed Mind,185.55
R32167,O112124,2025-02-01,Wrong Item,94.34
R32168,O108801,2025-03-08,Late Delivery,96.74
R32169,O104452,2025-01-10,Damaged,269.76
R32170,O109986,2025-06-11,Not As Described,269.95
R32171,O109884,2025-01-11,Changed Mind,189.61
R32172,O105348,2025-06-16,Late Delivery,116.12
R32173,O113783,2025-02-05,Changed Mind,134.48
R32174,O119614,2025-04-07,Size Issue,212.17
R32175,O121841,2025-02-26,Late Delivery,338.78
R32176,O120850,2025-05-19,Not As Described,42.48
R32177,O105170,2025-06-20,Changed Mind,274.67
R32178,O119473,2025-04-25,Wrong Item,86.28
R32179,O100107,2025-01-13,Changed Mind,185.7
R32180,O116094,2025-02-24,Wrong Item,189.68
R32181,O110672,2025-05-27,Damaged,245.53
R32182,O113226,2025-02-09,Size Issue,219.06
R32183,O112776,2025-04-19,Late Delivery,327.33
R32184,O102811,2025-02-11,Changed Mind,125.7
R32185,O117446,2025-04-07,Late Delivery,102.5
R32186,O108657,2025-03-16,Size Issue,223.46
R32187,O100911,2025-02-19,Changed Mind,317.01
R32188,O100711,2025-01-18,Late Delivery,109.53
R32189,O110922,2025-03-16,Wrong Item,302.01
R32190,O105309,2025-01-25,Wrong Item,60.79
R32191,O116005,2025-06-24,Late Delivery,225.83
R32192,O105156,2025-02-20,Changed Mind,15.06
R32193,O113595,2025-03-08,Wrong Item,214.97
R32194,O118360,2025-01-29,Size Issue,234.87
R32195,O119966,2025-06-13,Size Issue,280.17
R32196,O116470,2025-01-16,Size Issue,294.16
R32197,O105164,2025-06-24,Late Delivery,141.82
R32198,O108875,2025-04-09,Late Delivery,192.8
R32199,O105201,2025-05-03,Late Delivery,301.51
R32200,O119436,2025-05-06,Changed Mind,123.69
R32201,O105987,2025-02-11,Damaged,224.63
R32202,O104075,2025-01-09,Damaged,247.97
R32203,O112397,2025-03-17,Changed Mind,92.87
R32204,O118142,2025-03-20,Not As Described,33.84
R32205,O112640,2025-01-24,Late Delivery,202.1
R32206,O120185,2025-01-13,Size Issue,62.62
R32207,O113454,2025-01-22,Changed Mind,278.64
R32208,O120072,2025-07-03,Changed Mind,278.62
R32209,O114117,2025-05-14,Not As Described,213.98
R32210,O100825,2025-07-03,Damaged,67.14
R32211,O118295,2025-06-08,Size Issue,84.77
R32212,O107153,2025-03-18,Size Issue,113.48
R32213,O112794,2025-02-02,Wrong Item,289.86
R32214,O107604,2025-06-01,Not As Described,200.16
R32215,O101857,2025-03-04,Damaged,44.38
R32216,O121288,2025-02-17,Late Delivery,105.9
R32217,O107335,2025-03-18,Late Delivery,313.19
R32218,O120239,2025-04-13,Damaged,298.62
R32219,O102885,2025-03-10,Wrong Item,292.82
R32220,O109299,2025-05-29,Damaged,294.79
R32221,O107329,2025-06-21,Changed Mind,161.72
R32222,O108453,2025-01-27,Wrong Item,146.67
R32223,O111815,2025-01-23,Size Issue,278.05
R32224,O115511,2025-06-16,Size Issue,171.28
R32225,O115901,2025-05-11,Damaged,85.87
R32226,O105318,2025-06-14,Changed Mind,121.11
R32227,O117649,2025-03-28,Wrong Item,299.89
R32228,O115368,2025-02-02,Not As Described,237.25
R32229,O117812,2025-06-19,Not As Described,213.08
R32230,O117785,2025-02-13,Wrong Item,11.7
