order_id,customer_id,order_date,payment_method,sales_channel,order_status,shipping_city,shipping_fee
O116996,C10742,2025-03-17 00:00:00,Card,Website,Completed,Etch.,0.0
O116997,C12475,2025-01-22 00:00:00,  paypal  ,Mobile App,Cancelled,'Armavir',2.5
O116998,C11721,2025-03-13 00:00:00,caRd,Mobile App,Completed,'Armavir',6.0
O116999,C10449,2025-05-03 00:00:00,cash.,Website,Completed,'yerevan city',0.0
O117000,C10785,2025-09-20 00:00:00,Cash,Marketplace,Completed,Abovyan,0.0
O117001,C12762,2025-11-06 00:00:00,"CArD,",Marketplace,Completed,Gyumri City,0.0
O117002,C10001,2025-09-11 00:00:00,  Card  ,Mobile App,Pending,ArMAvIR,4.5
O117003,C11101,2025-05-23 00:00:00,CARD,Website,Pending,armavir,8.5
O117004,C11347,2025-04-14 00:00:00,"card,",Website,Completed,#Vanadzor,0.0
O117005,C12790,2025-04-03 00:00:00,card.,Mobile App,Cancelled,Abovyan,4.5
O117006,C11121,2025-08-02 00:00:00,Apple Pay,Website,Completed,"YEREVAN,",0.0
O117007,C12157,2025-01-20 00:00:00,caRD,Website,Shipped,abovyan,4.5
O117008,C10678,2025-01-05 00:00:00,"""PayPal""",Social Media,Completed,Hrazdan,6.0
O117009,C11832,2025-11-20 00:00:00,CASH,Mobile App,Cancelled,Armavir,0.0
O117010,C10370,2025-07-04 00:00:00,Bank Transfer,Website,Completed,Abovyan,6.0
O117011,C13408,2025-12-31 00:00:00,Card,Website,Completed,HRAZDAN,8.5
O117012,C12937,2025-06-25 00:00:00,Card.,Website,Completed,vNZ,0.0
O117013,C12646,2025-11-11 00:00:00,Cash,Website,Completed,VNZ,4.5
O117014,C11045,2025-07-10 00:00:00,PayPal,Website,Pending,Hrazdan,2.5
O117015,C10721,2025-06-22 00:00:00,card,Mobile App,Completed,GMR,0.0
O117016,C10304,2025-01-02 00:00:00,"""""CASH""""",Social Media,Completed,  yeREVAn  ,0.0
O117017,C10923,2025-02-23 00:00:00,Card,Mobile App,Pending,'hrazdan',0.0
O117018,C11295,2025-09-05 00:00:00,card,Website,Completed,Dilijan,4.5
O117019,C10835,2025-09-14 00:00:00,bank transfer,Website,Pending,YEreVAn,0.0
O117020,C12493,2025-04-14 00:00:00,Bank Transfer,Mobile App,Completed,Hrazdan,0.0
O117021,C12979,2025-04-19 00:00:00,card,Website,Completed,AbovyAN,4.5
O117022,C12325,2025-03-17 00:00:00,'CarD',Marketplace,Completed,Dilijan,8.5
O117023,C12424,2025/13/45,'Card',Website,Completed,"""""Armavir""""",2.5
O117024,C12279,2025-12-15 00:00:00,"Apple Pay,",Website,Pending,#Gyumri,0.0
O117025,C12639,2025-12-04 00:00:00,cARd,Mobile App,Completed,kapan,8.5
O117026,C10425,2025-09-16 00:00:00,CARD,Website,Completed,Armavir,2.5
O117027,C13126,2025-05-21 00:00:00,Card,Mobile App,Completed,Hrazdan,2.5
O117028,C11992,2025-09-29 00:00:00,CARD,Social Media,Completed,'vanadzor',2.5
O117029,C11826,2025-07-20 00:00:00,PAYPAL,Mobile App,Cancelled,#Etchmiadzin,4.5
O117030,C12488,2025-09-28 00:00:00,Card,Marketplace,Pending,  Yev.  ,0.0
O117031,C12081,2025-10-30 00:00:00,#Bank Transfer,Website,Shipped,Vanadzor,4.5
O117032,C12376,2025-11-10 00:00:00,  Card  ,Website,Pending,Artashat,0.0
O117033,C12892,2025-11-10 00:00:00,BANK TRANSFER,Website,Completed,Dilijan,0.0
O117034,C10453,2025-04-11 00:00:00,card,Mobile App,Completed,"""""HRAZDAN""""",6.0
O117035,C13459,2025-08-11 00:00:00,"""""paypal""""",Mobile App,Shipped,'Etchmiadzin',4.5
O117036,C10763,2025-01-21 00:00:00,card,Website,Shipped,'Artashat',0.0
O117037,C11148,2025-08-21 00:00:00,BAnK TranSfEr,Website,Cancelled,  Gyumri  ,4.5
O117038,C10522,2025-10-30 00:00:00,PayPal,Mobile App,Completed,"""""Kapan""""",6.0
O117039,C10481,2025-10-08 00:00:00,  cash  ,Mobile App,Completed,ETCH.,0.0
O117040,C12364,2025-05-29 00:00:00,card,Website,Shipped,ArTasHaT,2.5
O117041,C10121,2025-10-03 00:00:00,apple pay,Mobile App,Shipped,yerEvAn,4.5
O117042,C10580,2025-08-22 00:00:00,Card,Marketplace,Shipped,"""Abovyan""",0.0
O117043,C13384,2025-01-23 00:00:00,Apple Pay.,Website,Cancelled,vanadzor,0.0
O117044,C12534,2025-05-26 00:00:00,#Card,Website,Pending,YEREVAN,8.5
O117045,C13083,2025-06-20 00:00:00,Card,Marketplace,Pending,"""""Abovyan""""",0.0
O117046,C12172,2025-01-10 00:00:00,Card,Website,Completed,DILIJAN,0.0
O117047,C11834,2025-07-28 00:00:00,Card,Marketplace,Pending,"""Vagharshapat""",0.0
O117048,C12706,2025-10-29 00:00:00,CARD,Website,Cancelled,YEREVAN,2.5
O117049,C11100,2025-11-18 00:00:00,card,Website,Shipped,Artashat,4.5
O117050,C12627,2025-02-02 00:00:00,  Apple Pay  ,Website,Completed,HRAZDAN,6.0
O117051,C10717,2025-08-31 00:00:00,PayPal,Social Media,Completed,"""""vnz""""",6.0
O117052,C13307,2025-08-02 00:00:00,Card,Website,Shipped,artashat,6.0
O117053,C12817,2025-08-26 00:00:00,Card.,Marketplace,Completed,Dilijan,0.0
O117054,C13325,2025-11-08 00:00:00,"bank transfer,",Website,Completed,yerevan city,0.0
O117055,C12951,2025-10-20 00:00:00,Card,Website,Shipped,GMR,2.5
O117056,C10405,2025-04-29 00:00:00,PAYPAL,Website,Completed,ARMAVIR,0.0
O117057,C11266,2025-06-11 00:00:00,  Cash  ,Mobile App,Shipped,VNZ,0.0
O117058,C11484,2025-10-30 00:00:00,"BaNK tRANSFer,",Website,Completed,Dilijan,8.5
O117059,C10276,2025-04-25 00:00:00,  Cash  ,Social Media,Cancelled,  Artashat  ,0.0
O117060,C11492,2025-08-19 00:00:00,bank transfer,Marketplace,Completed,hrazdan,2.5
O117061,C13291,2025-05-16 00:00:00,Card,Website,Completed,  Artashat  ,6.0
O117062,C11248,2025-06-03 00:00:00,Card,Mobile App,Completed,yEreVAN,0.0
O117063,C12972,2025-11-30 00:00:00,Card,Website,Completed,Hrazdan,0.0
O117064,C11124,2025-01-20 00:00:00,Cash,Social Media,Shipped,ABoVyan,2.5
O117065,C12901,2025-04-28 00:00:00,Card,Website,Completed,Kapan,8.5
O117066,C11657,2025-12-09 00:00:00,PayPal,Website,Completed,Yerevan,0.0
O117067,C11753,2025-10-24 00:00:00,'Card',Website,Completed,vanadzor,0.0
O117068,C10506,2025-05-11 00:00:00,Card,Mobile App,Pending,Hrazdan,8.5
O117069,C13402,2025-07-22 00:00:00,#Card,Website,Completed,"ARMAVIR,",2.5
O117070,C10236,2025-05-16 00:00:00,Bank Transfer,Mobile App,Completed,Armavir,4.5
O117071,C13041,2025-01-03 00:00:00,PayPal,Social Media,Shipped,'Vanadzor',4.5
O117072,C13410,2025-09-29 00:00:00,PayPAl,Website,Cancelled,Hrazdan,0.0
O117073,C10751,2025-04-28 00:00:00,AppLe pay,Website,Completed,ARTASHAT,2.5
O117074,C12553,2025-01-21 00:00:00,apple pay.,Website,Completed,Gym,0.0
O117075,C10164,2025-04-24 00:00:00,paypal,Website,Completed,'Kapan',0.0
O117076,C12893,2025-08-19 00:00:00,#Card,Website,Pending,Kapan,0.0
O117077,C11692,2025-05-03 00:00:00,Card,Website,Shipped,Gyumri City,0.0
O117078,C11956,2025-07-23 00:00:00,"Card,",Social Media,Completed,#Etchmiadzin,8.5
O117079,C12775,2025-01-02 00:00:00,  apple pay  ,Website,Completed,armavir,0.0
O117080,C13289,2025-08-09 00:00:00,Card,Website,Completed,Vandz.,8.5
O117081,C11768,2025-01-25 00:00:00,Card,Website,Pending,Artashat,0.0
O117082,C12423,2025-02-08 00:00:00,#Apple Pay,Mobile App,Cancelled,Armavir,8.5
O117083,C13083,2025-05-21 00:00:00,Card,Website,Shipped,vanadzor,0.0
O117084,C11455,2025-10-02 00:00:00,#Bank Transfer,Social Media,Completed,Kapan,2.5
O117085,C12130,2025-10-07 00:00:00,paYPAl,Mobile App,Pending,Armavir,6.0
O117086,C10430,2025-08-02 00:00:00,PayPal,Marketplace,Completed,Yerevan,6.0
O117087,C12525,2025-01-09 00:00:00,PAYPAL,Website,Shipped,"""""Vanadzor""""",2.5
O117088,C10782,2025-09-14 00:00:00,"""PayPal""",Website,Cancelled,dilIjAN.,0.0
O117089,C12416,2025-11-24 00:00:00,Bank Transfer,Website,Shipped,Artashat,8.5
O117090,C10954,2025-06-06 00:00:00,CARD,Website,Completed,'Kapan',4.5
O117091,C11992,2025-11-04 00:00:00,bank transfer,Website,Completed,YEREVAn,4.5
O117092,C11659,2025-12-06 00:00:00,PayPal,Marketplace,Cancelled,Hrazdan,4.5
O117093,C10140,2025-01-27 00:00:00,'CARD',Marketplace,Pending,  Dilijan  ,0.0
O117094,C10719,2025-09-12 00:00:00,Card,Mobile App,Completed,Vanadzor,0.0
O117095,C11650,2025-10-25 00:00:00,  Card  ,Marketplace,Completed,"""""gyumri""""",2.5
O117096,C13474,2025-04-20 00:00:00,Cash.,Mobile App,Completed,YErevAn,0.0
O117097,C11976,2025-10-01 00:00:00,'Card',Website,Completed,  GMR  ,8.5
O117098,C11015,2025-12-05 00:00:00,paypal,Mobile App,Shipped,yerevan city,0.0
O117099,C10287,2025-10-10 00:00:00,CARD,Website,Shipped,ETCHMIADZIN,6.0
O117100,C12402,2025-05-28 00:00:00,Card,Mobile App,Pending,Artashat,8.5
O117101,C10342,2025-03-01 00:00:00,"""CarD""",Mobile App,Completed,Vanadzor,8.5
O117102,C12196,2025-05-01 00:00:00,Cash,Mobile App,Pending,"""dilijan""",2.5
O117103,C12257,2025-07-19 00:00:00,#Card,Website,Cancelled,Dilijan,0.0
O117104,C13183,2025-10-15 00:00:00,CArd,Website,Shipped,"""Yerevan""",0.0
O117105,C12701,2025-06-18 00:00:00,"""Apple Pay""",Mobile App,Shipped,#Etchmiadzin,4.5
O117106,C10975,2025-04-01 00:00:00,"""""PAYPAL""""",Marketplace,Completed,Etchmiadzin,0.0
O117107,C12583,2025-10-07 00:00:00,PayPal,Social Media,Completed,"GMR,",6.0
O117108,C13120,2025-12-02 00:00:00,Cash,Website,Pending,"""""Abovyan""""",0.0
O117109,C11823,2025-04-13 00:00:00,'paypal',Mobile App,Pending,Hrazdan,8.5
O117110,C10330,2025-01-08 00:00:00,"""PayPal""",Mobile App,Cancelled,ETCHMIADZIN,4.5
O117111,C10364,2025-12-17 00:00:00,apple pay,Website,Completed,"""""Etchmiadzin""""",8.5
O117112,C10010,2025-08-08 00:00:00,card,Mobile App,Pending,  Gyumri  ,0.0
O117113,C13259,2025-02-10 00:00:00,Card,Website,Completed,#Hrazdan,0.0
O117114,C10508,2025-06-18 00:00:00,"""Card""",Marketplace,Completed,hrazdan,4.5
O117115,C12627,2025-11-28 00:00:00,apple pay,Mobile App,Completed,#Dilijan,6.0
O117116,C11468,2025-05-06 00:00:00,"""""Bank Transfer""""",Mobile App,Completed,#Gym,8.5
O117117,C11113,2025-09-03 00:00:00,cArd,Website,Shipped,  Kapan  ,4.5
O117118,C10621,2025-01-11 00:00:00,"casH,",Marketplace,Completed,DIliJan,0.0
O117119,C10900,2025-02-20 00:00:00,PayPal,Marketplace,Completed,GYUMRI CITY,8.5
O117120,C11471,2025-03-08 00:00:00,"""Apple Pay""",Marketplace,Completed,Yerevan,0.0
O117121,C12765,2025-05-13 00:00:00,Bank Transfer,Website,Shipped,Etchmiadzin,8.5
O117122,C13103,2025-03-28 00:00:00,BANK TRANSFER,Website,Shipped,Yerevan,0.0
O117123,C10326,2025-12-03 00:00:00,  Card  ,Website,Completed,ABOVYAN,0.0
O117124,C10073,2025-05-30 00:00:00,"""Card""",Website,Completed,Abovyan,2.5
O117125,C10250,2025-12-10 00:00:00,PayPal,Website,Completed,Etchmiadzin,6.0
O117126,C12497,2025-05-12 00:00:00,PAYPAL,Mobile App,Completed,HRAZDAN,0.0
O117127,C10905,2025-08-01 00:00:00,'Bank Transfer',Website,Pending,"Abovyan,",4.5
O117128,C12402,2025-03-24 00:00:00,Card,Mobile App,Completed,Etchmiadzin,4.5
O117129,C10532,2025-08-07 00:00:00,card,Mobile App,Pending,  diLIJan  ,8.5
O117130,C10295,2025-04-15 00:00:00,Card,Marketplace,Completed,Hrazdan,0.0
O117131,C10297,2025-03-25 00:00:00,cash,Marketplace,Completed,Kapan,4.5
O117132,C11351,2025-07-05 00:00:00,Cash,Mobile App,Cancelled,hRAZDaN,4.5
O117133,C10301,2025-02-19 00:00:00,Apple Pay,Marketplace,Pending,Artashat,6.0
O117134,C10511,2025-05-28 00:00:00,Bank Transfer.,Website,Completed,Vanadzor,2.5
O117135,C13409,2025-06-08 00:00:00,card,Website,Completed,gyumri,6.0
O117136,C10584,2025-10-05 00:00:00,card,Website,Completed,Yerevan,4.5
O117137,C12421,2025-12-21 00:00:00,PayPal,Mobile App,Cancelled,Hrazdan,0.0
O117138,C11117,2025-10-08 00:00:00,Card,Marketplace,Completed,Armavir,0.0
O117139,C12179,2025-11-24 00:00:00,"""Bank Transfer""",Website,Shipped,Artashat,2.5
O117140,C11634,2025-02-05 00:00:00,  Cash  ,Social Media,Completed,vanadzor,6.0
O117141,C10909,2025-02-09 00:00:00,Card,Marketplace,Completed,Kapan,0.0
O117142,C11933,2025-03-21 00:00:00,Card,Website,Completed,abovyan,2.5
O117143,C10052,2025-03-04 00:00:00,Card,Website,Shipped,Kapan,6.0
O117144,C11519,2025-01-02 00:00:00,Card,Social Media,Shipped,HrAZdan,8.5
O117145,C12276,2025-05-03 00:00:00,Bank Transfer,Website,Pending,Etchmiadzin,0.0
O117146,C12687,2025-02-03 00:00:00,Bank Transfer,Website,Completed,armavir,2.5
O117147,C13283,2025-05-19 00:00:00,"""""APPLE PAY""""",Website,Cancelled,Dilijan,8.5
O117148,C12844,2025-04-02 00:00:00,PayPal,Website,Completed,DILIJAN,0.0
O117149,C10790,2025-02-28 00:00:00,CASh,Mobile App,Pending,Artashat,2.5
O117150,C11527,2025-08-20 00:00:00,Cash,Website,Pending,Armavir,0.0
O117151,C10494,2025-06-22 00:00:00,Bank Transfer,Marketplace,Cancelled,etchmiadzin,0.0
O117152,C10852,2025-03-04 00:00:00,CARD.,Marketplace,Cancelled,Hrazdan,0.0
O117153,C12718,2025-09-14 00:00:00,APPLE PAY,Marketplace,Pending,Abovyan,0.0
O117154,C13304,2025-10-01 00:00:00,Cash,Marketplace,Completed,"Gyumri,",6.0
O117155,C11094,2025-08-27 00:00:00,PAYpal,Website,Completed,#Armavir,0.0
O117156,C12236,2025-09-19 00:00:00,Apple Pay,Website,Completed,vanadzor,8.5
O117157,C10662,2025-03-04 00:00:00,Cash,Website,Completed,  EtCHMiAdzIN  ,6.0
O117158,C10007,2025-09-04 00:00:00,Card,Marketplace,Completed,Yerevan,0.0
O117159,C12379,2025-12-09 00:00:00,"""Cash""",Social Media,Pending,"""Hrazdan""",0.0
O117160,C13087,2025-11-11 00:00:00,Cash,Website,Completed,Vandz.,0.0
O117161,C10665,2025-05-23 00:00:00,PayPal,Mobile App,Completed,Yerevan,8.5
O117162,C10668,2025-02-12 00:00:00,#Card,Website,Shipped,Kapan,0.0
O117163,C13164,2025-07-02 00:00:00,Card,Website,Completed,#armavir,0.0
O117164,C11285,2025-02-17 00:00:00,Apple Pay,Website,Completed,Dilijan.,0.0
O117165,C10160,2025-06-30 00:00:00,"""""Apple Pay""""",Marketplace,Cancelled,Artashat,0.0
O117166,C12398,2025-04-01 00:00:00,cArd,Website,Pending,abovyan,6.0
O117167,C13245,2025-07-18 00:00:00,"""PayPal""",Website,Completed,gyumri,6.0
O117168,C12364,2025-04-07 00:00:00,Card,Website,Completed,#armavir,8.5
O117169,C10936,2025-10-07 00:00:00,PayPal,Website,Cancelled,Artashat,0.0
O117170,C10017,2025-05-09 00:00:00,Card,Mobile App,Cancelled,'aboVYAN',2.5
O117171,C12533,2025-01-10 00:00:00,apple pay,Website,Completed,Etch.,2.5
O117172,C12414,2025-11-14 00:00:00,bank transfer,Website,Completed,HRAZDAN,4.5
O117173,C10350,2025-02-14 00:00:00,Card,Mobile App,Pending,'artashat',0.0
O117174,C12575,2025-02-02 00:00:00,Card,Website,Shipped,Abovyan,0.0
O117175,C10871,2025-03-25 00:00:00,card,Marketplace,Cancelled,'Kapan',4.5
O117176,C11458,2025/13/45,BaNk TransfeR,Mobile App,Shipped,Gyumri,8.5
O117177,C12980,2025-06-25 00:00:00,PayPal,Website,Pending,"""""YER""""",6.0
O117178,C12317,2025-03-24 00:00:00,bank transfer,Website,Completed,YEREVAN,0.0
O117179,C12918,2025-09-25 00:00:00,paypal,Marketplace,Pending,Hrazdan,8.5
O117180,C11091,2025-12-20 00:00:00,"""paypal""",Website,Completed,Kapan,0.0
O117181,C11053,2025-10-01 00:00:00,Apple Pay,Website,Completed,Hrazdan,0.0
O117182,C10315,2025-04-10 00:00:00,Bank Transfer,Marketplace,Shipped,#ABOVYAN,0.0
O117183,C11844,2025-09-03 00:00:00,card,Website,Completed,Artashat,0.0
O117184,C10736,2025-11-20 00:00:00,  PayPal  ,Website,Completed,Gyumri,8.5
O117185,C12211,2025-06-29 00:00:00,Card,Mobile App,Completed,GMR,0.0
O117186,C12973,2025-01-16 00:00:00,AppLE pAY,Marketplace,Completed,Dilijan,0.0
O117187,C10319,2025-06-24 00:00:00,Card,Marketplace,Shipped,'Yer',0.0
O117188,C11037,2025-07-19 00:00:00,card,Website,Completed,Hrazdan,0.0
O117189,C12326,2025-08-10 00:00:00,card.,Marketplace,Cancelled,Hrazdan,8.5
O117190,C10431,2025-02-23 00:00:00,Bank Transfer,Website,Shipped,yerevan city,8.5
O117191,C12715,2025-09-20 00:00:00,Card,Website,Cancelled,Vagharshapat,8.5
O117192,C10633,2025-07-26 00:00:00,"""appLE pAy""",Website,Cancelled,"""Hrazdan""",4.5
O117193,C13334,2025-04-19 00:00:00,Card,Website,Completed,#kapan,0.0
O117194,C11705,2025-03-27 00:00:00,CaRd,Mobile App,Completed,YVN,4.5
O117195,C12569,2025-04-08 00:00:00,Card,Website,Completed,Vanadzor,4.5
O117196,C13011,2025-11-14 00:00:00,#Card,Mobile App,Pending,'Dilijan',8.5
O117197,C13243,2025-11-23 00:00:00,"Card,",Website,Completed,Artashat,0.0
O117198,C12405,2025-09-05 00:00:00,Card,Website,Completed,etchmiadzin.,2.5
O117199,C11036,2025-10-28 00:00:00,Card,Mobile App,Shipped,GYUMRI,4.5
O117200,C10724,2025-12-24 00:00:00,"""carD""",Mobile App,Cancelled,artashat,0.0
O117201,C10672,2025-02-04 00:00:00,caRD,Mobile App,Shipped,VANADZOR,0.0
O117202,C12279,2025-04-27 00:00:00,PayPal,Mobile App,Completed,vaNADZoR,2.5
O117203,C10470,2025-12-03 00:00:00,Card,Website,Shipped,gym,0.0
O117204,C13231,2025-09-11 00:00:00,#CaRD,Social Media,Shipped,hrAzDan,0.0
O117205,C12686,2025-10-13 00:00:00,Card,Website,Completed,'VANADZOR',0.0
O117206,C12607,2025-08-23 00:00:00,cash,Mobile App,Cancelled,  Etchmiadzin  ,0.0
O117207,C13332,2025-07-18 00:00:00,"Card,",Social Media,Completed,Hrazdan,0.0
O117208,C12620,2025-06-14 00:00:00,#Bank Transfer,Website,Completed,ARTASHAT,0.0
O117209,C10601,2025-11-25 00:00:00,Apple Pay,Website,Completed,Dilijan,6.0
O117210,C11382,2025-07-08 00:00:00,"""""Card""""",Mobile App,Completed,Dilijan,4.5
O117211,C12302,2025-04-12 00:00:00,Card,Marketplace,Completed,VANADZOR,4.5
O117212,C12649,2025-01-22 00:00:00,Card,Website,Completed,VandZ.,0.0
O117213,C11538,2025-01-19 00:00:00,"""""Card""""",Marketplace,Completed,Abovyan,4.5
O117214,C10279,2025-08-20 00:00:00,'CARD',Website,Completed,'Hrazdan',2.5
O117215,C12164,2025-04-07 00:00:00,CArd,Marketplace,Completed,"""""Dilijan""""",0.0
O117216,C12657,2025-01-02 00:00:00,#Apple Pay,Website,Completed,Armavir,4.5
O117217,C11185,2025-10-20 00:00:00,Card,Mobile App,Cancelled,#gyumri,0.0
O117218,C12899,2025-07-01 00:00:00,Card.,Website,Cancelled,dILIjAN,0.0
O117219,C11910,2025-01-09 00:00:00,PayPal,Website,Completed,yerevan,4.5
O117220,C12013,2025-12-07 00:00:00,Card,Website,Completed,'Kapan',0.0
O117221,C12345,2025-07-10 00:00:00,card,Website,Completed,Armavir,8.5
O117222,C10915,2025-11-29 00:00:00,bank transfer,Marketplace,Shipped,Hrazdan,6.0
O117223,C13368,2025-06-23 00:00:00,Card,Mobile App,Completed,"""""Armavir""""",0.0
O117224,C11617,2025-08-01 00:00:00,"""""PayPal""""",Website,Shipped,ARMaVir,0.0
O117225,C11381,2025-01-04 00:00:00,Card,Website,Completed,ABOVYan,0.0
O117226,C11683,2025-06-11 00:00:00,Cash,Marketplace,Completed,#Dilijan,6.0
O117227,C12565,2025-08-26 00:00:00,BANK TRANSFER,Marketplace,Completed,VANdz.,0.0
O117228,C12425,2025-02-13 00:00:00,"""""Card""""",Website,Completed,Artashat,8.5
O117229,C10425,2025-03-10 00:00:00,card,Mobile App,Completed,Abovyan,4.5
O117230,C11787,2025-02-19 00:00:00,Card,Website,Completed,#etchmiadzin,6.0
O117231,,2025-11-01 00:00:00,PaypaL,Website,Completed,Gym,0.0
O117232,C10552,2025-09-24 00:00:00,BANK TRANSFER,Website,Pending,Kapan.,4.5
O117233,C10168,2025-10-15 00:00:00,'Card',Mobile App,Completed,Kapan.,8.5
O117234,C10514,2025-03-01 00:00:00,bank transfer,Mobile App,Completed,Etchmiadzin.,8.5
O117235,C13435,2025-10-31 00:00:00,Bank Transfer,Marketplace,Completed,yerevan,0.0
O117236,C11706,2025-03-11 00:00:00,applE PAY,Website,Pending,Gyumri,2.5
O117237,C10429,2025-08-31 00:00:00,Card,Website,Completed,Vnz,0.0
O117238,C12616,2025-09-11 00:00:00,PayPal,Website,Completed,VNz,0.0
O117239,C12130,2025-10-11 00:00:00,Card,Mobile App,Completed,ETCHMIADZIN,6.0
O117240,C12377,2025-10-10 00:00:00,PayPal,Website,Completed,Armavir,6.0
O117241,C10690,2025-06-24 00:00:00,Card,Mobile App,Cancelled,vaNAdZOr,2.5
O117242,C13204,2025-03-03 00:00:00,Card,Mobile App,Cancelled,ABOVYAN,6.0
O117243,C12504,2025-11-16 00:00:00,PAypAL,Marketplace,Completed,artashat,0.0
O117244,C10352,2025-01-17 00:00:00,PayPal,Website,Shipped,'arMAvir',0.0
O117245,UNKNOWN,2025-11-23 00:00:00,'Card',Website,Cancelled,Armavir,8.5
O117246,C11117,2025-06-12 00:00:00,Cash,Website,Pending,YEREVAN,6.0
O117247,C11405,2025-05-06 00:00:00,Card,Mobile App,Pending,#ARTASHAT,8.5
O117248,C12809,2025-06-09 00:00:00,Card,Website,Shipped,KAPAN,4.5
O117249,C11318,2025-10-02 00:00:00,Card,Website,Shipped,#DilIJan,0.0
O117250,C12245,2025-08-06 00:00:00,CARD,Social Media,Completed,#Abovyan,4.5
O117251,C10078,2025-05-31 00:00:00,Cash,Website,Completed,ETCH.,4.5
O117252,C10677,2025-01-20 00:00:00,CARD,Website,Completed,Yerev.,2.5
O117253,C10550,2025-02-24 00:00:00,Card,Website,Cancelled,Armavir,0.0
O117254,C10819,2025-01-29 00:00:00,apple pay,Mobile App,Completed,Artashat,6.0
O117255,C10213,2025-06-03 00:00:00,Card,Website,Completed,Artashat,4.5
O117256,C11666,2025-12-07 00:00:00,bAnk TRANsfeR,Mobile App,Cancelled,ArtaShAT,0.0
O117257,C10668,2025-03-12 00:00:00,PayPal,Mobile App,Pending,yerevan,0.0
O117258,C10988,2025-12-23 00:00:00,Card,Social Media,Completed,"DILIJAN,",2.5
O117259,C10893,2025-05-13 00:00:00,Card,Website,Pending,Dilijan,6.0
O117260,C10158,2025-07-14 00:00:00,cASH,Mobile App,Completed,dilijan,2.5
O117261,C12786,2025-03-20 00:00:00,Cash,Website,Completed,Artashat,0.0
O117262,C12604,2025-05-24 00:00:00,Cash,Website,Completed,Dilijan,0.0
O117263,C12248,2025-06-24 00:00:00,Cash,Website,Completed,etchmiadzin,2.5
O117264,C10021,2025-07-30 00:00:00,Apple Pay,Mobile App,Completed,ETCH.,2.5
O117265,C13410,2025-02-08 00:00:00,Card,Website,Completed,YEREV..,8.5
O117266,C13313,2025-09-29 00:00:00,PayPal.,Website,Completed,Gyumri,8.5
O117267,C11764,2025-07-06 00:00:00,  Card  ,Website,Shipped,Dilijan,0.0
O117268,C11929,2025-02-08 00:00:00,Card,Website,Pending,Armavir,2.5
O117269,C11261,2025-09-13 00:00:00,CARD,Website,Shipped,"""""gyumri""""",2.5
O117270,C11172,2025-06-07 00:00:00,Card,Website,Cancelled,Dilijan,0.0
O117271,C10784,2025-06-03 00:00:00,PayPal,Website,Completed,Artashat,0.0
O117272,C11602,2025-07-28 00:00:00,Card,Website,Pending,aboVyAn,0.0
O117273,C12054,2025-01-12 00:00:00,#Card,Website,Completed,ABOVYAN,0.0
O117274,C11256,2025-01-14 00:00:00,"""""cARD""""",Marketplace,Shipped,Hrazdan,2.5
O117275,C11892,2025-05-26 00:00:00,Card,Marketplace,Cancelled,Kapan,2.5
O117276,C12851,2025-06-17 00:00:00,PaYPAL,Mobile App,Completed,#YVN,0.0
O117277,C12815,2025-04-05 00:00:00,paypal,Mobile App,Completed,Artashat,6.0
O117278,C10578,2025-12-31 00:00:00,paypal,Marketplace,Completed,Etchmiadzin,0.0
O117279,C11100,2025-02-17 00:00:00,"""Cash""",Website,Completed,HraZdan,8.5
O117280,C10488,2025-03-12 00:00:00,Cash,Mobile App,Completed,#Hrazdan,4.5
O117281,C10925,2025-09-26 00:00:00,"""""Card""""",Website,Pending,"""yerevan""",0.0
O117282,C12134,2025-11-05 00:00:00,bank transfer,Marketplace,Shipped,YEV.,4.5
O117283,C11787,2025-11-03 00:00:00,  Card  ,Mobile App,Completed,Kapan,0.0
O117284,C11990,2025-02-21 00:00:00,aPple Pay,Marketplace,Completed,Gyumri,0.0
O117285,C10221,2025-07-05 00:00:00,'Apple Pay',Marketplace,Completed,ABOVYAN,0.0
O117286,C12460,2025-02-28 00:00:00,pAYpaL,Website,Completed,#aRMAvIR,0.0
O117287,C12631,2025-02-18 00:00:00,'card',Website,Completed,Etchmiadzin,0.0
O117288,C12249,2025-05-16 00:00:00,Card,Website,Shipped,Abovyan,6.0
O117289,C12618,2025-06-20 00:00:00,paYpAl,Mobile App,Cancelled,Kapan,0.0
O117290,C13347,2025-06-12 00:00:00,BANK TRANSFER,Mobile App,Completed,kapan,0.0
O117291,C12268,2025-03-05 00:00:00,bank transfer,Website,Cancelled,Yerevan,0.0
O117292,C12204,2025-04-04 00:00:00,Card,Social Media,Pending,YEREVAN,0.0
O117293,C13252,2025-10-23 00:00:00,PAyPaL,Social Media,Cancelled,#HRAZDAN,0.0
O117294,C11748,2025-04-19 00:00:00,Cash,Website,Shipped,KAPAN.,0.0
O117295,C12176,2025-10-26 00:00:00,Card,Mobile App,Pending,etchmiadzin,0.0
O117296,C11266,2025-02-10 00:00:00,PayPal,Website,Pending,yerevAn,2.5
O117297,C11195,2025-04-29 00:00:00,Card,Mobile App,Completed,Kapan,0.0
O117298,C11526,2025-01-26 00:00:00,bank transfer.,Mobile App,Cancelled,Yerevan,0.0
O117299,C11503,2025-05-22 00:00:00,Card.,Marketplace,Cancelled,Gyumri,0.0
O117300,C10876,2025-06-09 00:00:00,Cash,Website,Pending,Dilijan,0.0
